slug,path,target_price,max_time,max_trades_per_window,trade_index,side,entry_elapsed,entry_price,tp_price,exit_elapsed,exit_price,exit_reason,winner,pnl,volume_ratio,btc_return
btc-updown-15m-1775562300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_144501_btc-updown-15m-1775562300_prices.csv,0.12,600,2,2,DOWN,83,0.57,0.69,426,0.69,tp,DOWN,0.72,4.0727,-0.000325
btc-updown-15m-1775563200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_150002_btc-updown-15m-1775563200_prices.csv,0.12,600,2,1,DOWN,78,0.52,0.64,406,0.64,tp,DOWN,0.72,5.9255,-0.000157
btc-updown-15m-1775563200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_150002_btc-updown-15m-1775563200_prices.csv,0.12,600,2,2,DOWN,83,0.53,0.65,406,0.65,tp,DOWN,0.72,30.133,-0.000183
btc-updown-15m-1775564100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_151502_btc-updown-15m-1775564100_prices.csv,0.12,600,2,1,DOWN,65,0.59,0.71,899,0.0,settle,UP,-3.54,11.4829,-0.000705
btc-updown-15m-1775564100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_151502_btc-updown-15m-1775564100_prices.csv,0.12,600,2,2,DOWN,76,0.59,0.71,899,0.0,settle,UP,-3.54,4.5645,-0.000818
btc-updown-15m-1775565000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_153002_btc-updown-15m-1775565000_prices.csv,0.12,600,2,1,UP,63,0.52,0.64,899,0.0,settle,DOWN,-3.12,11.0084,0.000407
btc-updown-15m-1775565000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_153002_btc-updown-15m-1775565000_prices.csv,0.12,600,2,2,UP,83,0.58,0.7,899,0.0,settle,DOWN,-3.48,11.397,0.000645
btc-updown-15m-1775568600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_162459_btc-updown-15m-1775568600_prices.csv,0.12,600,2,1,DOWN,64,0.51,0.63,104,0.63,tp,DOWN,0.72,18.1506,-0.000764
btc-updown-15m-1775568600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_162459_btc-updown-15m-1775568600_prices.csv,0.12,600,2,2,DOWN,71,0.53,0.65,303,0.65,tp,DOWN,0.72,3.9442,-0.000845
btc-updown-15m-1775569500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_164502_btc-updown-15m-1775569500_prices.csv,0.12,600,2,1,DOWN,68,0.53,0.65,147,0.65,tp,DOWN,0.72,6.3543,-0.000543
btc-updown-15m-1775569500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_164502_btc-updown-15m-1775569500_prices.csv,0.12,600,2,2,DOWN,78,0.56,0.68,169,0.68,tp,DOWN,0.72,6.2578,-0.000272
btc-updown-15m-1775570400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_170001_btc-updown-15m-1775570400_prices.csv,0.12,600,2,1,DOWN,64,0.47,0.59,132,0.59,tp,DOWN,0.72,5.0427,-0.000131
btc-updown-15m-1775570400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_170001_btc-updown-15m-1775570400_prices.csv,0.12,600,2,2,DOWN,71,0.52,0.64,136,0.64,tp,DOWN,0.72,4.6544,-0.000455
btc-updown-15m-1775571300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_171501_btc-updown-15m-1775571300_prices.csv,0.12,600,2,1,UP,61,0.66,0.78,389,0.78,tp,UP,0.72,5.7852,0.001194
btc-updown-15m-1775571300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_171501_btc-updown-15m-1775571300_prices.csv,0.12,600,2,2,UP,63,0.71,0.83,403,0.83,tp,UP,0.72,9.885,0.0009
btc-updown-15m-1775572200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_173002_btc-updown-15m-1775572200_prices.csv,0.12,600,2,1,DOWN,66,0.65,0.77,541,0.77,tp,DOWN,0.72,2.872,-0.001279
btc-updown-15m-1775572200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_173002_btc-updown-15m-1775572200_prices.csv,0.12,600,2,2,DOWN,93,0.69,0.81,550,0.81,tp,DOWN,0.72,2.9013,-0.001428
btc-updown-15m-1775573100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_174502_btc-updown-15m-1775573100_prices.csv,0.12,600,2,1,UP,74,0.52,0.64,94,0.64,tp,DOWN,0.72,8.6916,0.000211
btc-updown-15m-1775573100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_174502_btc-updown-15m-1775573100_prices.csv,0.12,600,2,2,UP,77,0.54,0.66,95,0.66,tp,DOWN,0.72,68.4528,0.000586
btc-updown-15m-1775574000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_180001_btc-updown-15m-1775574000_prices.csv,0.12,600,2,1,UP,72,0.53,0.65,603,0.65,tp,UP,0.72,2.659,0.000264
btc-updown-15m-1775574000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_180001_btc-updown-15m-1775574000_prices.csv,0.12,600,2,2,UP,74,0.55,0.67,603,0.67,tp,UP,0.72,6.0952,0.000264
btc-updown-15m-1775574900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_181502_btc-updown-15m-1775574900_prices.csv,0.12,600,2,1,UP,66,0.8,0.92,543,0.92,tp,UP,0.72,2.7136,0.003023
btc-updown-15m-1775574900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_181502_btc-updown-15m-1775574900_prices.csv,0.12,600,2,2,UP,130,0.71,0.83,281,0.83,tp,UP,0.72,13.0969,0.001466
btc-updown-15m-1775575800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_183002_btc-updown-15m-1775575800_prices.csv,0.12,600,2,1,DOWN,66,0.6,0.72,554,0.72,tp,DOWN,0.72,3.6195,-0.0005
btc-updown-15m-1775575800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_183002_btc-updown-15m-1775575800_prices.csv,0.12,600,2,2,DOWN,76,0.6,0.72,554,0.72,tp,DOWN,0.72,5.0224,-0.000618
btc-updown-15m-1775576700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_184502_btc-updown-15m-1775576700_prices.csv,0.12,600,2,1,UP,66,0.52,0.64,306,0.64,tp,UP,0.72,4.9227,0.000405
btc-updown-15m-1775576700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_184502_btc-updown-15m-1775576700_prices.csv,0.12,600,2,2,UP,84,0.53,0.65,315,0.65,tp,UP,0.72,3.6926,0.000506
btc-updown-15m-1775577600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_190002_btc-updown-15m-1775577600_prices.csv,0.12,600,2,1,UP,65,0.59,0.71,110,0.71,tp,DOWN,0.72,16.9755,0.000607
btc-updown-15m-1775577600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_190002_btc-updown-15m-1775577600_prices.csv,0.12,600,2,2,UP,67,0.61,0.73,139,0.73,tp,DOWN,0.72,5.3419,0.000607
btc-updown-15m-1775579400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_193002_btc-updown-15m-1775579400_prices.csv,0.12,600,2,1,DOWN,84,0.74,0.86,571,0.86,tp,DOWN,0.72,26.0056,-0.001457
btc-updown-15m-1775579400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_193002_btc-updown-15m-1775579400_prices.csv,0.12,600,2,2,DOWN,88,0.71,0.83,457,0.83,tp,DOWN,0.72,19.6822,-0.001432
btc-updown-15m-1775580300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_194502_btc-updown-15m-1775580300_prices.csv,0.12,600,2,1,UP,61,0.58,0.7,196,0.7,tp,DOWN,0.72,15.286,0.000414
btc-updown-15m-1775580300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_194502_btc-updown-15m-1775580300_prices.csv,0.12,600,2,2,UP,68,0.59,0.71,196,0.71,tp,DOWN,0.72,9.518,0.000422
btc-updown-15m-1775581200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_200002_btc-updown-15m-1775581200_prices.csv,0.12,600,2,1,UP,86,0.5,0.62,155,0.62,tp,UP,0.72,9.7984,4.2e-05
btc-updown-15m-1775581200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_200002_btc-updown-15m-1775581200_prices.csv,0.12,600,2,2,DOWN,93,0.49,0.61,899,0.0,settle,UP,-2.94,13.1709,-5.1e-05
btc-updown-15m-1775582100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_201501_btc-updown-15m-1775582100_prices.csv,0.12,600,2,1,UP,61,0.53,0.65,528,0.65,tp,UP,0.72,11.2792,0.000244
btc-updown-15m-1775582100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_201501_btc-updown-15m-1775582100_prices.csv,0.12,600,2,2,UP,62,0.54,0.66,542,0.66,tp,UP,0.72,20.4256,0.000348
btc-updown-15m-1775583000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_203002_btc-updown-15m-1775583000_prices.csv,0.12,600,2,1,UP,61,0.58,0.7,71,0.7,tp,UP,0.72,5.0891,0.000243
btc-updown-15m-1775583000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_203002_btc-updown-15m-1775583000_prices.csv,0.12,600,2,2,UP,70,0.67,0.79,130,0.79,tp,UP,0.72,74.6935,0.000814
btc-updown-15m-1775583900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_204502_btc-updown-15m-1775583900_prices.csv,0.12,600,2,1,DOWN,60,0.56,0.68,899,0.0,settle,UP,-3.36,4.9183,-9.3e-05
btc-updown-15m-1775583900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_204502_btc-updown-15m-1775583900_prices.csv,0.12,600,2,2,UP,61,0.45,0.57,146,0.57,tp,UP,0.72,3.048,0.000281
btc-updown-15m-1775584800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_210002_btc-updown-15m-1775584800_prices.csv,0.12,600,2,1,UP,74,0.6,0.72,899,0.0,settle,DOWN,-3.6,19.2912,0.00081
btc-updown-15m-1775584800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_210002_btc-updown-15m-1775584800_prices.csv,0.12,600,2,2,UP,103,0.58,0.7,899,0.0,settle,DOWN,-3.48,4.6513,0.00078
btc-updown-15m-1775585700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_211502_btc-updown-15m-1775585700_prices.csv,0.12,600,2,1,DOWN,76,0.51,0.63,211,0.63,tp,DOWN,0.72,70.2328,-9.5e-05
btc-updown-15m-1775585700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_211502_btc-updown-15m-1775585700_prices.csv,0.12,600,2,2,UP,91,0.49,0.61,124,0.61,tp,DOWN,0.72,5.0942,0.000138
btc-updown-15m-1775586600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_213001_btc-updown-15m-1775586600_prices.csv,0.12,600,2,1,UP,81,0.55,0.67,153,0.67,tp,DOWN,0.72,3.2403,0.000295
btc-updown-15m-1775586600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_213001_btc-updown-15m-1775586600_prices.csv,0.12,600,2,2,UP,83,0.55,0.67,153,0.67,tp,DOWN,0.72,15.9861,0.000295
btc-updown-15m-1775587500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_214502_btc-updown-15m-1775587500_prices.csv,0.12,600,2,1,DOWN,84,0.53,0.65,151,0.65,tp,DOWN,0.72,6.7333,-0.00031
btc-updown-15m-1775587500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_214502_btc-updown-15m-1775587500_prices.csv,0.12,600,2,2,DOWN,85,0.55,0.67,152,0.67,tp,DOWN,0.72,60.8792,-0.000311
btc-updown-15m-1775588400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_220002_btc-updown-15m-1775588400_prices.csv,0.12,600,2,1,DOWN,61,0.55,0.67,345,0.67,tp,UP,0.72,31.7843,-0.000217
btc-updown-15m-1775588400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_220002_btc-updown-15m-1775588400_prices.csv,0.12,600,2,2,DOWN,77,0.57,0.69,364,0.69,tp,UP,0.72,13.3395,-0.000399
btc-updown-15m-1775589300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_221501_btc-updown-15m-1775589300_prices.csv,0.12,600,2,1,UP,62,0.57,0.69,76,0.69,tp,UP,0.72,15.9618,0.000381
btc-updown-15m-1775589300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_221501_btc-updown-15m-1775589300_prices.csv,0.12,600,2,2,UP,72,0.6,0.72,80,0.72,tp,UP,0.72,3.9837,0.000481
btc-updown-15m-1775590200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_223002_btc-updown-15m-1775590200_prices.csv,0.12,600,2,1,DOWN,62,0.59,0.71,121,0.71,tp,DOWN,0.72,9.9772,-0.000386
btc-updown-15m-1775590200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_223002_btc-updown-15m-1775590200_prices.csv,0.12,600,2,2,DOWN,68,0.63,0.75,264,0.75,tp,DOWN,0.72,2.6092,-0.000386
btc-updown-15m-1775591100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_224515_btc-updown-15m-1775591100_prices.csv,0.12,600,2,1,UP,62,0.88,0.99,505,0.99,tp,UP,0.66,3.7961,0.0051
btc-updown-15m-1775591100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_224515_btc-updown-15m-1775591100_prices.csv,0.12,600,2,2,UP,97,0.79,0.91,115,0.91,tp,UP,0.72,11.4374,0.004017
btc-updown-15m-1775592000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_230001_btc-updown-15m-1775592000_prices.csv,0.12,600,2,1,UP,67,0.62,0.74,72,0.74,tp,UP,0.72,35.8656,0.001807
btc-updown-15m-1775592000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_230001_btc-updown-15m-1775592000_prices.csv,0.12,600,2,2,UP,71,0.7,0.82,91,0.82,tp,UP,0.72,14.0697,0.002318
btc-updown-15m-1775592900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_231502_btc-updown-15m-1775592900_prices.csv,0.12,600,2,1,DOWN,103,0.81,0.93,513,0.93,tp,DOWN,0.72,5.9612,-0.001725
btc-updown-15m-1775592900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_231502_btc-updown-15m-1775592900_prices.csv,0.12,600,2,2,DOWN,108,0.78,0.9,358,0.9,tp,DOWN,0.72,2.8587,-0.001549
btc-updown-15m-1775593800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_233002_btc-updown-15m-1775593800_prices.csv,0.12,600,2,1,UP,61,0.49,0.61,266,0.61,tp,DOWN,0.72,9.9712,0.000201
btc-updown-15m-1775593800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_233002_btc-updown-15m-1775593800_prices.csv,0.12,600,2,2,UP,86,0.49,0.61,266,0.61,tp,DOWN,0.72,11.6228,0.000344
btc-updown-15m-1775594700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_234501_btc-updown-15m-1775594700_prices.csv,0.12,600,2,1,DOWN,63,0.51,0.63,91,0.63,tp,UP,0.72,2.5764,-0.000107
btc-updown-15m-1775594700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260407_234501_btc-updown-15m-1775594700_prices.csv,0.12,600,2,2,DOWN,64,0.51,0.63,91,0.63,tp,UP,0.72,3.741,-0.000107
btc-updown-15m-1775595600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_000002_btc-updown-15m-1775595600_prices.csv,0.12,600,2,1,UP,68,0.6,0.72,164,0.72,tp,UP,0.72,3.4298,0.000738
btc-updown-15m-1775595600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_000002_btc-updown-15m-1775595600_prices.csv,0.12,600,2,2,UP,78,0.58,0.7,140,0.7,tp,UP,0.72,5.6252,0.000738
btc-updown-15m-1775596500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_001502_btc-updown-15m-1775596500_prices.csv,0.12,600,2,1,DOWN,64,0.6,0.72,139,0.72,tp,DOWN,0.72,7.8582,-0.000254
btc-updown-15m-1775596500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_001502_btc-updown-15m-1775596500_prices.csv,0.12,600,2,2,DOWN,65,0.6,0.72,139,0.72,tp,DOWN,0.72,17.2542,-0.000417
btc-updown-15m-1775597400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_003002_btc-updown-15m-1775597400_prices.csv,0.12,600,2,1,UP,61,0.64,0.76,91,0.76,tp,UP,0.72,4.9453,0.000815
btc-updown-15m-1775597400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_003002_btc-updown-15m-1775597400_prices.csv,0.12,600,2,2,UP,69,0.64,0.76,91,0.76,tp,UP,0.72,8.8037,0.00094
btc-updown-15m-1775598300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_004502_btc-updown-15m-1775598300_prices.csv,0.12,600,2,1,UP,60,0.65,0.77,85,0.77,tp,UP,0.72,45.4544,0.001991
btc-updown-15m-1775598300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_004502_btc-updown-15m-1775598300_prices.csv,0.12,600,2,2,UP,61,0.69,0.81,97,0.81,tp,UP,0.72,2.5219,0.001799
btc-updown-15m-1775599200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_010001_btc-updown-15m-1775599200_prices.csv,0.12,600,2,1,UP,69,0.68,0.8,320,0.8,tp,UP,0.72,14.4122,0.000728
btc-updown-15m-1775599200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_010001_btc-updown-15m-1775599200_prices.csv,0.12,600,2,2,UP,70,0.68,0.8,320,0.8,tp,UP,0.72,12.3956,0.000338
btc-updown-15m-1775600100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_011502_btc-updown-15m-1775600100_prices.csv,0.12,600,2,1,DOWN,71,0.65,0.77,899,0.0,settle,UP,-3.9,56.5228,-0.001001
btc-updown-15m-1775600100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_011502_btc-updown-15m-1775600100_prices.csv,0.12,600,2,2,DOWN,73,0.69,0.81,899,0.0,settle,UP,-4.14,4.0586,-0.001311
btc-updown-15m-1775601000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_013002_btc-updown-15m-1775601000_prices.csv,0.12,600,2,1,UP,61,0.56,0.68,148,0.68,tp,UP,0.72,5.2853,0.000608
btc-updown-15m-1775601000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_013002_btc-updown-15m-1775601000_prices.csv,0.12,600,2,2,UP,66,0.52,0.64,147,0.64,tp,UP,0.72,5.4012,0.000545
btc-updown-15m-1775601900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_014502_btc-updown-15m-1775601900_prices.csv,0.12,600,2,1,UP,62,0.52,0.64,135,0.64,tp,UP,0.72,4.7265,0.000691
btc-updown-15m-1775601900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_014502_btc-updown-15m-1775601900_prices.csv,0.12,600,2,2,UP,69,0.52,0.64,135,0.64,tp,UP,0.72,5.3819,0.00101
btc-updown-15m-1775602800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_020002_btc-updown-15m-1775602800_prices.csv,0.12,600,2,1,UP,70,0.48,0.6,773,0.6,tp,DOWN,0.72,2.8629,0.000298
btc-updown-15m-1775602800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_020002_btc-updown-15m-1775602800_prices.csv,0.12,600,2,2,DOWN,71,0.53,0.65,152,0.65,tp,DOWN,0.72,4.2068,-0.000201
btc-updown-15m-1775603700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_021501_btc-updown-15m-1775603700_prices.csv,0.12,600,2,1,DOWN,62,0.53,0.65,147,0.65,tp,UP,0.72,3.7531,-0.00076
btc-updown-15m-1775603700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_021501_btc-updown-15m-1775603700_prices.csv,0.12,600,2,2,DOWN,63,0.53,0.65,147,0.65,tp,UP,0.72,6.9092,-0.000579
btc-updown-15m-1775604600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_023001_btc-updown-15m-1775604600_prices.csv,0.12,600,2,1,DOWN,66,0.76,0.88,212,0.88,tp,DOWN,0.72,3.2102,-0.004119
btc-updown-15m-1775604600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_023001_btc-updown-15m-1775604600_prices.csv,0.12,600,2,2,DOWN,84,0.77,0.89,233,0.89,tp,DOWN,0.72,5.3501,-0.004034
btc-updown-15m-1775605500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_024502_btc-updown-15m-1775605500_prices.csv,0.12,600,2,1,UP,64,0.63,0.75,74,0.75,tp,DOWN,0.72,7.5683,0.001252
btc-updown-15m-1775605500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_024502_btc-updown-15m-1775605500_prices.csv,0.12,600,2,2,UP,67,0.66,0.78,123,0.78,tp,DOWN,0.72,3.1192,0.001731
btc-updown-15m-1775606400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_030001_btc-updown-15m-1775606400_prices.csv,0.12,600,2,1,UP,67,0.51,0.63,132,0.63,tp,UP,0.72,3.2308,8e-05
btc-updown-15m-1775606400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_030001_btc-updown-15m-1775606400_prices.csv,0.12,600,2,2,DOWN,69,0.5,0.62,562,0.62,tp,UP,0.72,4.3747,-0.000119
btc-updown-15m-1775607300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_031501_btc-updown-15m-1775607300_prices.csv,0.12,600,2,1,DOWN,61,0.54,0.66,470,0.66,tp,DOWN,0.72,14.9247,-0.000165
btc-updown-15m-1775607300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_031501_btc-updown-15m-1775607300_prices.csv,0.12,600,2,2,UP,62,0.45,0.57,101,0.57,tp,DOWN,0.72,62.3215,0.000336
btc-updown-15m-1775608200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_033001_btc-updown-15m-1775608200_prices.csv,0.12,600,2,1,UP,60,0.52,0.64,602,0.64,tp,DOWN,0.72,2.6082,6e-06
btc-updown-15m-1775608200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_033001_btc-updown-15m-1775608200_prices.csv,0.12,600,2,2,DOWN,64,0.51,0.63,71,0.63,tp,DOWN,0.72,3.2357,-0.000478
btc-updown-15m-1775609100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_034501_btc-updown-15m-1775609100_prices.csv,0.12,600,2,1,DOWN,61,0.53,0.65,70,0.65,tp,DOWN,0.72,10.8515,-0.00081
btc-updown-15m-1775609100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_034501_btc-updown-15m-1775609100_prices.csv,0.12,600,2,2,DOWN,62,0.6,0.72,72,0.72,tp,DOWN,0.72,2.8547,-0.00081
btc-updown-15m-1775611800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_043001_btc-updown-15m-1775611800_prices.csv,0.12,600,2,1,DOWN,67,0.47,0.59,899,1.0,settle,DOWN,3.18,70.982,-0.000253
btc-updown-15m-1775611800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_043001_btc-updown-15m-1775611800_prices.csv,0.12,600,2,2,UP,71,0.57,0.69,354,0.69,tp,DOWN,0.72,14.8112,7e-06
btc-updown-15m-1775612700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_044501_btc-updown-15m-1775612700_prices.csv,0.12,600,2,1,DOWN,61,0.48,0.6,776,0.6,tp,DOWN,0.72,28.5309,-5.9e-05
btc-updown-15m-1775612700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_044501_btc-updown-15m-1775612700_prices.csv,0.12,600,2,2,DOWN,70,0.48,0.6,776,0.6,tp,DOWN,0.72,3.1231,-0.000128
btc-updown-15m-1775613600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_050001_btc-updown-15m-1775613600_prices.csv,0.12,600,2,1,UP,62,0.68,0.8,382,0.8,tp,UP,0.72,5.1491,0.000402
btc-updown-15m-1775613600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_050001_btc-updown-15m-1775613600_prices.csv,0.12,600,2,2,UP,64,0.64,0.76,99,0.76,tp,UP,0.72,4.0718,0.000526
btc-updown-15m-1775614500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260408_051502_btc-updown-15m-1775614500_prices.csv,0.12,600,2,1,DOWN,64,0.65,0.77,186,0.77,tp,DOWN,0.72,24.6588,-0.000736
