slug,path,target_price,max_time,max_trades_per_window,trade_index,side,entry_elapsed,entry_price,tp_price,exit_elapsed,exit_price,exit_reason,winner,pnl,volume_ratio,btc_return
btc-updown-15m-1775822400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_150001_btc-updown-15m-1775822400_prices.csv,0.12,600,2,1,DOWN,64,0.55,0.67,725,0.67,tp,DOWN,0.72,4.5338,-6.7e-05
btc-updown-15m-1775822400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_150001_btc-updown-15m-1775822400_prices.csv,0.12,600,2,2,DOWN,84,0.48,0.6,719,0.6,tp,DOWN,0.72,16.5616,-0.000341
btc-updown-15m-1775823300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_151501_btc-updown-15m-1775823300_prices.csv,0.12,600,2,1,UP,74,0.59,0.71,225,0.71,tp,UP,0.72,18.6134,0.000211
btc-updown-15m-1775823300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_151501_btc-updown-15m-1775823300_prices.csv,0.12,600,2,2,UP,78,0.62,0.74,225,0.74,tp,UP,0.72,63.4761,0.00022
btc-updown-15m-1775824200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_153000_btc-updown-15m-1775824200_prices.csv,0.12,600,2,1,UP,95,0.78,0.9,601,0.9,tp,UP,0.72,4.0236,0.002494
btc-updown-15m-1775824200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_153000_btc-updown-15m-1775824200_prices.csv,0.12,600,2,2,UP,97,0.77,0.89,600,0.89,tp,UP,0.72,15.9383,0.002587
btc-updown-15m-1775825100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_154500_btc-updown-15m-1775825100_prices.csv,0.12,600,2,1,UP,64,0.46,0.58,190,0.58,tp,DOWN,0.72,2.6421,3.2e-05
btc-updown-15m-1775825100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_154500_btc-updown-15m-1775825100_prices.csv,0.12,600,2,2,UP,69,0.48,0.6,194,0.6,tp,DOWN,0.72,378.5474,0.000415
btc-updown-15m-1775826000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_160001_btc-updown-15m-1775826000_prices.csv,0.12,600,2,1,DOWN,63,0.63,0.75,609,0.75,tp,DOWN,0.72,13.7308,-0.000691
btc-updown-15m-1775826000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_160001_btc-updown-15m-1775826000_prices.csv,0.12,600,2,2,DOWN,64,0.63,0.75,609,0.75,tp,DOWN,0.72,5.7016,-0.000743
btc-updown-15m-1775826900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_161500_btc-updown-15m-1775826900_prices.csv,0.12,600,2,1,DOWN,67,0.58,0.7,899,0.0,settle,UP,-3.48,6.2885,-0.000724
btc-updown-15m-1775826900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_161500_btc-updown-15m-1775826900_prices.csv,0.12,600,2,2,DOWN,71,0.66,0.78,899,0.0,settle,UP,-3.96,3.5111,-0.000626
btc-updown-15m-1775827800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_163001_btc-updown-15m-1775827800_prices.csv,0.12,600,2,1,DOWN,60,0.5,0.62,167,0.62,tp,DOWN,0.72,3.7651,-8.1e-05
btc-updown-15m-1775827800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_163001_btc-updown-15m-1775827800_prices.csv,0.12,600,2,2,UP,75,0.61,0.73,899,0.0,settle,DOWN,-3.66,3.1097,0.000704
btc-updown-15m-1775828700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_164500_btc-updown-15m-1775828700_prices.csv,0.12,600,2,1,UP,60,0.61,0.73,219,0.73,tp,UP,0.72,3.912,0.000582
btc-updown-15m-1775828700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_164500_btc-updown-15m-1775828700_prices.csv,0.12,600,2,2,UP,65,0.59,0.71,216,0.71,tp,UP,0.72,3.0324,0.000497
btc-updown-15m-1775829600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_170001_btc-updown-15m-1775829600_prices.csv,0.12,600,2,1,UP,63,0.56,0.68,157,0.68,tp,UP,0.72,2.6588,0.00112
btc-updown-15m-1775829600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_170001_btc-updown-15m-1775829600_prices.csv,0.12,600,2,2,UP,68,0.56,0.68,157,0.68,tp,UP,0.72,9.6371,0.001374
btc-updown-15m-1775830500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_171500_btc-updown-15m-1775830500_prices.csv,0.12,600,2,1,UP,60,0.58,0.7,306,0.7,tp,UP,0.72,3.6657,0.000498
btc-updown-15m-1775830500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_171500_btc-updown-15m-1775830500_prices.csv,0.12,600,2,2,UP,61,0.58,0.7,306,0.7,tp,UP,0.72,2.6801,0.000473
btc-updown-15m-1775831400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_173001_btc-updown-15m-1775831400_prices.csv,0.12,600,2,1,UP,63,0.63,0.75,341,0.75,tp,DOWN,0.72,9.5976,0.001815
btc-updown-15m-1775831400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_173001_btc-updown-15m-1775831400_prices.csv,0.12,600,2,2,UP,64,0.63,0.75,341,0.75,tp,DOWN,0.72,15.2501,0.002116
btc-updown-15m-1775832300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_174500_btc-updown-15m-1775832300_prices.csv,0.12,600,2,1,UP,65,0.49,0.61,439,0.61,tp,UP,0.72,3.6458,0.000403
btc-updown-15m-1775832300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_174500_btc-updown-15m-1775832300_prices.csv,0.12,600,2,2,UP,86,0.5,0.62,441,0.62,tp,UP,0.72,3.7596,0.000178
btc-updown-15m-1775833200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_180000_btc-updown-15m-1775833200_prices.csv,0.12,600,2,1,UP,62,0.47,0.59,118,0.59,tp,UP,0.72,18.2891,5e-05
btc-updown-15m-1775833200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_180000_btc-updown-15m-1775833200_prices.csv,0.12,600,2,2,UP,63,0.47,0.59,118,0.59,tp,UP,0.72,3.7708,5e-05
btc-updown-15m-1775834100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_181501_btc-updown-15m-1775834100_prices.csv,0.12,600,2,1,DOWN,68,0.59,0.71,689,0.71,tp,DOWN,0.72,6.2673,-0.000154
btc-updown-15m-1775834100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_181501_btc-updown-15m-1775834100_prices.csv,0.12,600,2,2,DOWN,69,0.54,0.66,125,0.66,tp,DOWN,0.72,3.2394,-0.000154
btc-updown-15m-1775835000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_183000_btc-updown-15m-1775835000_prices.csv,0.12,600,2,1,DOWN,89,0.55,0.67,129,0.67,tp,DOWN,0.72,13.5408,-0.000796
btc-updown-15m-1775835000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_183000_btc-updown-15m-1775835000_prices.csv,0.12,600,2,2,DOWN,92,0.61,0.73,356,0.73,tp,DOWN,0.72,2.7856,-0.000649
btc-updown-15m-1775835900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_184500_btc-updown-15m-1775835900_prices.csv,0.12,600,2,1,UP,69,0.53,0.65,899,0.0,settle,DOWN,-3.18,4.7288,0.000166
btc-updown-15m-1775835900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_184500_btc-updown-15m-1775835900_prices.csv,0.12,600,2,2,UP,70,0.51,0.63,899,0.0,settle,DOWN,-3.06,4.1547,1.8e-05
btc-updown-15m-1775836800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_190000_btc-updown-15m-1775836800_prices.csv,0.12,600,2,1,UP,64,0.58,0.7,205,0.7,tp,UP,0.72,22.6184,4.7e-05
btc-updown-15m-1775836800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_190000_btc-updown-15m-1775836800_prices.csv,0.12,600,2,2,DOWN,66,0.42,0.54,111,0.54,tp,UP,0.72,6.1867,-0.000158
btc-updown-15m-1775837700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_191500_btc-updown-15m-1775837700_prices.csv,0.12,600,2,1,UP,62,0.44,0.56,96,0.56,tp,UP,0.72,122.778,9.4e-05
btc-updown-15m-1775837700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_191500_btc-updown-15m-1775837700_prices.csv,0.12,600,2,2,UP,63,0.44,0.56,96,0.56,tp,UP,0.72,6.9958,9.4e-05
btc-updown-15m-1775838600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_193001_btc-updown-15m-1775838600_prices.csv,0.12,600,2,1,DOWN,100,0.59,0.71,177,0.71,tp,DOWN,0.72,4.4246,-0.0006
btc-updown-15m-1775838600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_193001_btc-updown-15m-1775838600_prices.csv,0.12,600,2,2,DOWN,101,0.59,0.71,177,0.71,tp,DOWN,0.72,8.9944,-0.000667
btc-updown-15m-1775839500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_194500_btc-updown-15m-1775839500_prices.csv,0.12,600,2,1,DOWN,64,0.51,0.63,899,0.0,settle,UP,-3.06,2.9907,-0.000146
btc-updown-15m-1775839500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_194500_btc-updown-15m-1775839500_prices.csv,0.12,600,2,2,DOWN,74,0.51,0.63,899,0.0,settle,UP,-3.06,3.3099,-0.000146
btc-updown-15m-1775840400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_200001_btc-updown-15m-1775840400_prices.csv,0.12,600,2,1,DOWN,79,0.6,0.72,141,0.72,tp,DOWN,0.72,2.6644,-0.00051
btc-updown-15m-1775840400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_200001_btc-updown-15m-1775840400_prices.csv,0.12,600,2,2,DOWN,82,0.56,0.68,141,0.68,tp,DOWN,0.72,30.3596,-0.0002
btc-updown-15m-1775841300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_201501_btc-updown-15m-1775841300_prices.csv,0.12,600,2,1,DOWN,61,0.61,0.73,899,0.0,settle,UP,-3.66,3.4707,-0.000563
btc-updown-15m-1775841300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_201501_btc-updown-15m-1775841300_prices.csv,0.12,600,2,2,DOWN,65,0.59,0.71,899,0.0,settle,UP,-3.54,3.0178,-0.000647
btc-updown-15m-1775842200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_203001_btc-updown-15m-1775842200_prices.csv,0.12,600,2,1,DOWN,84,0.62,0.74,254,0.74,tp,DOWN,0.72,36.9049,-0.000245
btc-updown-15m-1775842200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_203001_btc-updown-15m-1775842200_prices.csv,0.12,600,2,2,DOWN,90,0.53,0.65,121,0.65,tp,DOWN,0.72,3.2535,-0.000139
btc-updown-15m-1775843100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_204501_btc-updown-15m-1775843100_prices.csv,0.12,600,2,1,UP,65,0.6,0.72,149,0.72,tp,UP,0.72,2.7963,0.00023
btc-updown-15m-1775843100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_204501_btc-updown-15m-1775843100_prices.csv,0.12,600,2,2,UP,83,0.55,0.67,143,0.67,tp,UP,0.72,4.6979,0.000223
btc-updown-15m-1775844000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_210001_btc-updown-15m-1775844000_prices.csv,0.12,600,2,1,DOWN,65,0.55,0.67,105,0.67,tp,DOWN,0.72,3.2317,-0.000132
btc-updown-15m-1775844000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_210001_btc-updown-15m-1775844000_prices.csv,0.12,600,2,2,DOWN,68,0.57,0.69,105,0.69,tp,DOWN,0.72,4.6184,-0.000132
btc-updown-15m-1775844900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_211500_btc-updown-15m-1775844900_prices.csv,0.12,600,2,1,DOWN,67,0.6,0.72,226,0.72,tp,DOWN,0.72,64.626,-3.5e-05
btc-updown-15m-1775844900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_211500_btc-updown-15m-1775844900_prices.csv,0.12,600,2,2,UP,68,0.45,0.57,899,0.0,settle,DOWN,-2.7,11.7974,5.7e-05
btc-updown-15m-1775845800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_213001_btc-updown-15m-1775845800_prices.csv,0.12,600,2,1,DOWN,66,0.5,0.62,213,0.62,tp,DOWN,0.72,5.7892,-3.1e-05
btc-updown-15m-1775845800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_213001_btc-updown-15m-1775845800_prices.csv,0.12,600,2,2,UP,93,0.53,0.65,899,0.0,settle,DOWN,-3.18,40.6409,0.000188
btc-updown-15m-1775846700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_214501_btc-updown-15m-1775846700_prices.csv,0.12,600,2,1,UP,61,0.57,0.69,371,0.69,tp,UP,0.72,15.3815,0.000381
btc-updown-15m-1775846700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_214501_btc-updown-15m-1775846700_prices.csv,0.12,600,2,2,UP,62,0.55,0.67,343,0.67,tp,UP,0.72,8.9222,0.000342
btc-updown-15m-1775847600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_220001_btc-updown-15m-1775847600_prices.csv,0.12,600,2,1,UP,60,0.58,0.7,168,0.7,tp,UP,0.72,6.77,0.000343
btc-updown-15m-1775847600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_220001_btc-updown-15m-1775847600_prices.csv,0.12,600,2,2,UP,67,0.59,0.71,170,0.71,tp,UP,0.72,4.2674,0.000382
btc-updown-15m-1775848500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_221501_btc-updown-15m-1775848500_prices.csv,0.12,600,2,1,DOWN,66,0.67,0.79,321,0.79,tp,DOWN,0.72,7.1251,-0.000554
btc-updown-15m-1775848500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_221501_btc-updown-15m-1775848500_prices.csv,0.12,600,2,2,DOWN,96,0.64,0.76,321,0.76,tp,DOWN,0.72,8.6197,-0.000554
btc-updown-15m-1775849400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_223001_btc-updown-15m-1775849400_prices.csv,0.12,600,2,1,DOWN,74,0.69,0.81,643,0.81,tp,DOWN,0.72,30.3413,-0.000826
btc-updown-15m-1775849400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_223001_btc-updown-15m-1775849400_prices.csv,0.12,600,2,2,DOWN,77,0.7,0.82,671,0.82,tp,DOWN,0.72,3.6392,-0.000896
btc-updown-15m-1775850300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_224501_btc-updown-15m-1775850300_prices.csv,0.12,600,2,1,DOWN,60,0.57,0.69,899,0.0,settle,UP,-3.42,4.4222,-0.000463
btc-updown-15m-1775850300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_224501_btc-updown-15m-1775850300_prices.csv,0.12,600,2,2,DOWN,73,0.59,0.71,899,0.0,settle,UP,-3.54,7.8624,-0.000595
btc-updown-15m-1775851200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_230001_btc-updown-15m-1775851200_prices.csv,0.12,600,2,1,DOWN,71,0.62,0.74,461,0.74,tp,UP,0.72,3.8203,-0.000337
btc-updown-15m-1775851200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_230001_btc-updown-15m-1775851200_prices.csv,0.12,600,2,2,DOWN,76,0.57,0.69,459,0.69,tp,UP,0.72,2.5401,-0.000577
btc-updown-15m-1775852100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_231501_btc-updown-15m-1775852100_prices.csv,0.12,600,2,1,DOWN,68,0.59,0.71,473,0.71,tp,UP,0.72,7.5973,-0.000541
btc-updown-15m-1775852100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_231501_btc-updown-15m-1775852100_prices.csv,0.12,600,2,2,DOWN,82,0.61,0.73,476,0.73,tp,UP,0.72,102.99,-0.000781
btc-updown-15m-1775853000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_233001_btc-updown-15m-1775853000_prices.csv,0.12,600,2,1,UP,73,0.69,0.81,899,0.0,settle,DOWN,-4.14,8.488,0.001627
btc-updown-15m-1775853000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_233001_btc-updown-15m-1775853000_prices.csv,0.12,600,2,2,UP,90,0.66,0.78,899,0.0,settle,DOWN,-3.96,5.5246,0.00129
btc-updown-15m-1775853900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_234500_btc-updown-15m-1775853900_prices.csv,0.12,600,2,1,DOWN,74,0.56,0.68,131,0.68,tp,UP,0.72,11.3598,-0.000582
btc-updown-15m-1775853900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260410_234500_btc-updown-15m-1775853900_prices.csv,0.12,600,2,2,DOWN,82,0.58,0.7,899,0.0,settle,UP,-3.48,11.9346,-0.000861
btc-updown-15m-1775854800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_000001_btc-updown-15m-1775854800_prices.csv,0.12,600,2,1,DOWN,65,0.67,0.79,311,0.79,tp,DOWN,0.72,6.4075,-0.0006
btc-updown-15m-1775854800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_000001_btc-updown-15m-1775854800_prices.csv,0.12,600,2,2,DOWN,84,0.58,0.7,303,0.7,tp,DOWN,0.72,9.6086,-0.000361
btc-updown-15m-1775855700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_001500_btc-updown-15m-1775855700_prices.csv,0.12,600,2,1,UP,62,0.55,0.67,164,0.67,tp,UP,0.72,6.5553,0.000182
btc-updown-15m-1775855700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_001500_btc-updown-15m-1775855700_prices.csv,0.12,600,2,2,UP,83,0.55,0.67,164,0.67,tp,UP,0.72,6.0731,0.000182
btc-updown-15m-1775856600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_003000_btc-updown-15m-1775856600_prices.csv,0.12,600,2,1,DOWN,70,0.6,0.72,221,0.72,tp,DOWN,0.72,4.2125,-0.000339
btc-updown-15m-1775856600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_003000_btc-updown-15m-1775856600_prices.csv,0.12,600,2,2,DOWN,72,0.6,0.72,221,0.72,tp,DOWN,0.72,4.9893,-0.00036
btc-updown-15m-1775857500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_004501_btc-updown-15m-1775857500_prices.csv,0.12,600,2,1,DOWN,64,0.59,0.71,899,0.0,settle,UP,-3.54,16.2737,-0.000318
btc-updown-15m-1775857500,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_004501_btc-updown-15m-1775857500_prices.csv,0.12,600,2,2,DOWN,74,0.57,0.69,899,0.0,settle,UP,-3.42,18.757,-0.000319
btc-updown-15m-1775858400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_010000_btc-updown-15m-1775858400_prices.csv,0.12,600,2,1,DOWN,63,0.65,0.77,760,0.77,tp,DOWN,0.72,5.6756,-0.00059
btc-updown-15m-1775858400,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_010000_btc-updown-15m-1775858400_prices.csv,0.12,600,2,2,DOWN,78,0.62,0.74,755,0.74,tp,DOWN,0.72,2.5551,-0.00059
btc-updown-15m-1775859300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_011501_btc-updown-15m-1775859300_prices.csv,0.12,600,2,1,UP,60,0.5,0.62,191,0.62,tp,DOWN,0.72,2.7111,4.7e-05
btc-updown-15m-1775859300,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_011501_btc-updown-15m-1775859300_prices.csv,0.12,600,2,2,UP,65,0.51,0.63,191,0.63,tp,DOWN,0.72,4.8667,4.7e-05
btc-updown-15m-1775860200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_013001_btc-updown-15m-1775860200_prices.csv,0.12,600,2,1,DOWN,69,0.54,0.66,157,0.66,tp,DOWN,0.72,4.1393,-5.1e-05
btc-updown-15m-1775860200,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_013001_btc-updown-15m-1775860200_prices.csv,0.12,600,2,2,DOWN,70,0.54,0.66,157,0.66,tp,DOWN,0.72,7.2839,-8.3e-05
btc-updown-15m-1775861100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_014501_btc-updown-15m-1775861100_prices.csv,0.12,600,2,1,UP,62,0.56,0.68,397,0.68,tp,UP,0.72,4.7017,1.1e-05
btc-updown-15m-1775861100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_014501_btc-updown-15m-1775861100_prices.csv,0.12,600,2,2,DOWN,71,0.45,0.57,163,0.57,tp,UP,0.72,34.3789,-0.00012
btc-updown-15m-1775862000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_020001_btc-updown-15m-1775862000_prices.csv,0.12,600,2,1,DOWN,62,0.63,0.75,89,0.75,tp,UP,0.72,13.6943,-0.000664
btc-updown-15m-1775862000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_020001_btc-updown-15m-1775862000_prices.csv,0.12,600,2,2,DOWN,75,0.66,0.78,111,0.78,tp,UP,0.72,9.7916,-0.000947
btc-updown-15m-1775862900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_021500_btc-updown-15m-1775862900_prices.csv,0.12,600,2,1,DOWN,63,0.54,0.66,234,0.66,tp,UP,0.72,3.6558,-0.000218
btc-updown-15m-1775862900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_021500_btc-updown-15m-1775862900_prices.csv,0.12,600,2,2,DOWN,69,0.54,0.66,234,0.66,tp,UP,0.72,13.6724,-0.000218
btc-updown-15m-1775888100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_090609_btc-updown-15m-1775888100_prices.csv,0.12,600,2,1,UP,60,0.58,0.7,128,0.7,tp,UP,0.72,14.8902,7.2e-05
btc-updown-15m-1775888100,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_090609_btc-updown-15m-1775888100_prices.csv,0.12,600,2,2,UP,67,0.61,0.73,153,0.73,tp,UP,0.72,16.8858,0.000174
btc-updown-15m-1775889000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_093000_btc-updown-15m-1775889000_prices.csv,0.12,600,2,1,UP,67,0.58,0.7,263,0.7,tp,UP,0.72,3.1987,4.8e-05
btc-updown-15m-1775889000,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_093000_btc-updown-15m-1775889000_prices.csv,0.12,600,2,2,UP,75,0.58,0.7,263,0.7,tp,UP,0.72,5.5819,4.8e-05
btc-updown-15m-1775889900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_094500_btc-updown-15m-1775889900_prices.csv,0.12,600,2,1,DOWN,60,0.58,0.7,899,0.0,settle,UP,-3.48,4.1505,-0.000158
btc-updown-15m-1775889900,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_094500_btc-updown-15m-1775889900_prices.csv,0.12,600,2,2,DOWN,68,0.54,0.66,899,0.0,settle,UP,-3.24,10.4843,-7.7e-05
btc-updown-15m-1775890800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_100001_btc-updown-15m-1775890800_prices.csv,0.12,600,2,1,DOWN,83,0.59,0.71,638,0.71,tp,DOWN,0.72,7.2248,-0.000162
btc-updown-15m-1775890800,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_100001_btc-updown-15m-1775890800_prices.csv,0.12,600,2,2,DOWN,93,0.59,0.71,638,0.71,tp,DOWN,0.72,3.8503,-0.000162
btc-updown-15m-1775891700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_101501_btc-updown-15m-1775891700_prices.csv,0.12,600,2,1,UP,63,0.64,0.76,503,0.76,tp,UP,0.72,2.7435,0.00019
btc-updown-15m-1775891700,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_101501_btc-updown-15m-1775891700_prices.csv,0.12,600,2,2,UP,90,0.64,0.76,503,0.76,tp,UP,0.72,11.6411,0.00019
btc-updown-15m-1775892600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_103001_btc-updown-15m-1775892600_prices.csv,0.12,600,2,1,DOWN,62,0.49,0.61,183,0.61,tp,DOWN,0.72,2.7085,-3.2e-05
btc-updown-15m-1775892600,C:\Users\Lenovo\Documents\Git\kng_bot3\exports\window_price_snapshots_public\20260411_103001_btc-updown-15m-1775892600_prices.csv,0.12,600,2,2,DOWN,70,0.49,0.61,183,0.61,tp,DOWN,0.72,4.0821,-3.2e-05
